ID,Name,Overall Rating,No. of Ratings,Work Life Balance,Culture And Values,Senior Leadership,Compensation and Benefits,Career Opportunities,Sector,Industry Name,Website,Glassdoor
14202,Infinite Computer Solutions,3.4,266,3.4,3.2,3.0,3.2,3.1,Information Technology,IT Services,www.infinite.com,https://www.glassdoor.com/Overview/Working-at-Infinite Computer Solutions-EI_IE14202.htm
2619,Ciber,2.6,821,3.5,2.8,2.2,3.0,2.6,Information Technology,IT Services,www.ciber.com,https://www.glassdoor.com/Overview/Working-at-Ciber-EI_IE2619.htm
1716,Novell,3.3,426,4.0,3.5,2.7,3.2,2.7,Information Technology,Computer Hardware & Software,www.microfocus.com,https://www.glassdoor.com/Overview/Working-at-Novell-EI_IE1716.htm
38196,Tangoe,2.5,371,2.9,2.5,2.3,2.6,2.4,Information Technology,Enterprise Software & Network Solutions,www.tangoe.com,https://www.glassdoor.com/Overview/Working-at-Tangoe-EI_IE38196.htm
451,Motorola Mobility,3.2,2188,3.5,3.4,2.5,3.7,2.8,Telecommunications,Telecommunications Manufacturing,www.motorola.com,https://www.glassdoor.com/Overview/Working-at-Motorola Mobility-EI_IE451.htm
101271,IPsoft,3.2,340,2.7,3.0,2.9,3.4,3.1,Information Technology,IT Services,www.ipsoft.com,https://www.glassdoor.com/Overview/Working-at-IPsoft-EI_IE101271.htm
302110,Comviva Technology,3.2,339,2.7,3.2,2.9,3.1,3.2,Information Technology,Computer Hardware & Software,www.mahindracomviva.com,https://www.glassdoor.com/Overview/Working-at-Comviva Technology-EI_IE302110.htm
272465,Torry Harris Business Solutions,3.4,155,3.2,3.2,3.0,3.2,3.6,Information Technology,IT Services,www.thbs.com,https://www.glassdoor.com/Overview/Working-at-Torry Harris Business Solutions-EI_IE272465.htm
747,Xerox,2.6,5575,2.9,2.5,2.2,2.5,2.4,Media,Publishing,www.xerox.com,https://www.glassdoor.com/Overview/Working-at-Xerox-EI_IE747.htm
1387,FICO,3.0,526,3.3,3.0,2.7,3.2,3.0,Information Technology,Computer Hardware & Software,www.fico.com,https://www.glassdoor.com/Overview/Working-at-FICO-EI_IE1387.htm
282223,Indecomm Global Services,3.2,193,3.5,3.2,3.0,3.1,2.9,Information Technology,IT Services,www.indecommglobal.com,https://www.glassdoor.com/Overview/Working-at-Indecomm Global Services-EI_IE282223.htm
368584,Biocon,3.3,172,3.3,3.3,2.8,2.8,3.2,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,www.biocon.com,https://www.glassdoor.com/Overview/Working-at-Biocon-EI_IE368584.htm
240095,WNS,2.8,916,3.2,2.8,2.5,2.3,2.7,Business Services,Staffing & Outsourcing,www.wnscareers.com,https://www.glassdoor.com/Overview/Working-at-WNS-EI_IE240095.htm
189,Cypress Semiconductor,3.0,437,2.8,3.1,2.8,2.8,3.3,Manufacturing,Electrical & Electronic Manufacturing,www.cypress.com,https://www.glassdoor.com/Overview/Working-at-Cypress Semiconductor-EI_IE189.htm
589359,Aptean,3.0,292,3.2,2.8,2.7,2.8,2.9,Information Technology,Computer Hardware & Software,www.aptean.com,https://www.glassdoor.com/Overview/Working-at-Aptean-EI_IE589359.htm
3345,RadiSys,4.2,194,4.0,4.3,4.0,4.0,4.0,Information Technology,Computer Hardware & Software,www.radisys.com,https://www.glassdoor.com/Overview/Working-at-RadiSys-EI_IE3345.htm
296055,Technosoft Corporation,3.5,277,3.2,3.3,3.3,3.3,3.3,Information Technology,IT Services,www.technosoftcorp.com,https://www.glassdoor.com/Overview/Working-at-Technosoft Corporation-EI_IE296055.htm
1172600,EdgeVerve Systems,3.8,206,4.1,3.9,3.5,3.6,3.7,Information Technology,Computer Hardware & Software,www.edgeverve.com,https://www.glassdoor.com/Overview/Working-at-EdgeVerve Systems-EI_IE1172600.htm
250823,Global Edge Software,3.1,176,3.1,3.2,2.6,2.7,3.3,Information Technology,Computer Hardware & Software,www.globaledgesoft.com,https://www.glassdoor.com/Overview/Working-at-Global Edge Software-EI_IE250823.htm
267174,eMids Technologies,3.1,143,2.8,3.1,2.8,2.9,3.0,Information Technology,IT Services,www.emids.com,https://www.glassdoor.com/Overview/Working-at-eMids Technologies-EI_IE267174.htm
5833,Shell,3.7,2799,3.7,3.7,3.1,3.9,3.4,"Oil, Gas, Energy & Utilities",Oil & Gas Exploration & Production,www.shell.com,https://www.glassdoor.com/Overview/Working-at-Shell-EI_IE5833.htm
247927,Indegene,3.5,150,3.4,3.4,3.2,3.2,3.4,Health Care,Health Care Services & Hospitals,www.indegene.com,https://www.glassdoor.com/Overview/Working-at-Indegene-EI_IE247927.htm
628660,Prime Focus Technologies,3.0,166,2.4,2.8,2.8,2.5,3.0,Information Technology,Computer Hardware & Software,www.primefocustechnologies.com,https://www.glassdoor.com/Overview/Working-at-Prime Focus Technologies-EI_IE628660.htm
581337,Simplilearn Solutions,3.4,143,3.3,3.5,3.4,3.4,3.4,Education,Education Training Services,www.simplilearn.com,https://www.glassdoor.com/Overview/Working-at-Simplilearn Solutions-EI_IE581337.htm
8611,Delphi,3.4,743,3.5,3.2,2.8,3.4,3.1,Manufacturing,Transportation Equipment Manufacturing,www.delphi.com,https://www.glassdoor.com/Overview/Working-at-Delphi-EI_IE8611.htm
3150,Deutsche Bank,3.3,3359,3.4,3.2,2.9,3.3,3.2,Finance,Investment Banking & Asset Management,www.db.com,https://www.glassdoor.com/Overview/Working-at-Deutsche Bank-EI_IE3150.htm
3541,Sony,3.5,903,3.3,3.5,3.0,3.3,3.1,Manufacturing,Consumer Products Manufacturing,www.sony.net,https://www.glassdoor.com/Overview/Working-at-Sony-EI_IE3541.htm
200771,Infiniti Research,2.7,141,2.5,2.7,2.6,2.7,2.8,Business Services,Consulting,www.infinitiresearch.com,https://www.glassdoor.com/Overview/Working-at-Infiniti Research-EI_IE200771.htm
16087,Headstrong,2.6,512,3.0,2.5,2.1,2.3,2.5,Accounting & Legal,Accounting,www.headstrong.com,https://www.glassdoor.com/Overview/Working-at-Headstrong-EI_IE16087.htm
40,AIG,2.9,2748,3.4,2.8,2.5,3.3,2.7,Insurance,Insurance Carriers,www.aig.com,https://www.glassdoor.com/Overview/Working-at-AIG-EI_IE40.htm
35319,Xchanging,3.0,396,3.4,3.1,2.7,2.8,2.9,Business Services,Advertising & Marketing,www.xchanging.com,https://www.glassdoor.com/Overview/Working-at-Xchanging-EI_IE35319.htm
11686,Sonus Networks,3.1,205,3.7,3.3,2.9,3.5,3.2,Telecommunications,Telecommunications Manufacturing,www.sonus.net,https://www.glassdoor.com/Overview/Working-at-Sonus Networks-EI_IE11686.htm
279,General Motors,3.8,2673,3.6,3.5,3.3,4.0,3.5,Manufacturing,Transportation Equipment Manufacturing,www.gm.com,https://www.glassdoor.com/Overview/Working-at-General Motors-EI_IE279.htm
1579,LSI,3.5,588,3.4,3.5,3.1,3.6,3.4,Manufacturing,Electrical & Electronic Manufacturing,www.lsi.com,https://www.glassdoor.com/Overview/Working-at-LSI-EI_IE1579.htm
7917,Ariba,3.5,393,3.5,3.6,3.2,3.8,3.4,Information Technology,Enterprise Software & Network Solutions,www.ariba.com,https://www.glassdoor.com/Overview/Working-at-Ariba-EI_IE7917.htm
1990,Bally Technologies,2.9,363,2.8,2.8,2.5,3.2,2.7,Manufacturing,Industrial Manufacturing,www.scientificgames.com,https://www.glassdoor.com/Overview/Working-at-Bally Technologies-EI_IE1990.htm
340931,Bharat Electronics,3.7,202,4.0,3.5,3.2,3.5,3.3,Manufacturing,Electrical & Electronic Manufacturing,www.bel-india.com,https://www.glassdoor.com/Overview/Working-at-Bharat Electronics-EI_IE340931.htm
472191,Exilant Technologies,3.4,176,2.8,3.1,2.8,2.9,3.3,,,www.exilant.com,https://www.glassdoor.com/Overview/Working-at-Exilant Technologies-EI_IE472191.htm
3513,Unilever,3.8,2864,3.6,4.1,3.4,3.5,3.5,Manufacturing,Consumer Products Manufacturing,www.unilever.com,https://www.glassdoor.com/Overview/Working-at-Unilever-EI_IE3513.htm
342403,Span Infotech,3.1,165,3.1,3.0,2.3,2.7,3.0,Information Technology,Enterprise Software & Network Solutions,www.spansystems.com,https://www.glassdoor.com/Overview/Working-at-Span Infotech-EI_IE342403.htm
1139,Applied Materials,3.5,1084,3.4,3.4,3.1,3.5,3.2,Manufacturing,Electrical & Electronic Manufacturing,www.appliedmaterials.com,https://www.glassdoor.com/Overview/Working-at-Applied Materials-EI_IE1139.htm
519101,Experis India,3.8,303,3.6,3.7,3.6,3.2,3.9,Business Services,Staffing & Outsourcing,www.experis.in,https://www.glassdoor.com/Overview/Working-at-Experis India-EI_IE519101.htm
10250,Tesco,3.5,2344,3.3,3.4,2.9,3.4,3.2,Retail,Grocery Stores & Supermarkets,www.tesco-careers.com,https://www.glassdoor.com/Overview/Working-at-Tesco-EI_IE10250.htm
31549,Concentrix,2.6,1121,2.5,2.6,2.3,2.4,2.6,Business Services,Staffing & Outsourcing,www.concentrix.com,https://www.glassdoor.com/Overview/Working-at-Concentrix-EI_IE31549.htm
149875,Ittiam Systems,3.5,106,2.8,3.8,3.4,3.2,3.7,Information Technology,Enterprise Software & Network Solutions,www.ittiam.com,https://www.glassdoor.com/Overview/Working-at-Ittiam Systems-EI_IE149875.htm
4030,National Instruments,3.5,1139,4.0,4.1,3.3,2.7,3.3,Manufacturing,Electrical & Electronic Manufacturing,www.ni.com,https://www.glassdoor.com/Overview/Working-at-National Instruments-EI_IE4030.htm
370961,Tally Solutions,3.4,142,3.6,3.9,2.8,3.8,3.2,Information Technology,Computer Hardware & Software,www.tallysolutions.com,https://www.glassdoor.com/Overview/Working-at-Tally Solutions-EI_IE370961.htm
38334,ThoughtWorks,3.9,640,3.7,4.2,3.3,3.5,3.9,Information Technology,IT Services,www.thoughtworks.com,https://www.glassdoor.com/Overview/Working-at-ThoughtWorks-EI_IE38334.htm
100788,Photon Infotech,3.2,425,2.6,2.7,2.8,3.1,3.4,Information Technology,IT Services,www.photon.in,https://www.glassdoor.com/Overview/Working-at-Photon Infotech-EI_IE100788.htm
228337,Tejas Networks,3.8,141,3.3,3.3,3.4,3.1,3.9,Telecommunications,Telecommunications Manufacturing,www.tejasnetworks.com,https://www.glassdoor.com/Overview/Working-at-Tejas Networks-EI_IE228337.htm
32091,Trigent Software,2.9,131,2.8,2.7,2.8,2.9,2.9,Information Technology,IT Services,www.trigent.com,https://www.glassdoor.com/Overview/Working-at-Trigent Software-EI_IE32091.htm
18055,TE Connectivity,3.3,903,3.3,3.3,2.8,3.5,3.1,Manufacturing,Electrical & Electronic Manufacturing,www.te.com,https://www.glassdoor.com/Overview/Working-at-TE Connectivity-EI_IE18055.htm
412515,Aryaka Networks,4.1,154,3.7,3.8,3.7,4.0,3.8,Information Technology,Enterprise Software & Network Solutions,www.aryaka.com,https://www.glassdoor.com/Overview/Working-at-Aryaka Networks-EI_IE412515.htm
4209,Software AG,3.7,380,4.0,3.6,3.3,3.8,3.3,Information Technology,Computer Hardware & Software,www.softwareag.com,https://www.glassdoor.com/Overview/Working-at-Software AG-EI_IE4209.htm
3035,Visa Inc.,3.0,1836,3.2,2.9,2.5,3.5,2.8,Information Technology,IT Services,www.visa.com,https://www.glassdoor.com/Overview/Working-at-Visa Inc.-EI_IE3035.htm
23009,GlobalLogic,3.5,1084,3.9,3.7,3.2,3.1,3.3,Information Technology,IT Services,www.globallogic.com,https://www.glassdoor.com/Overview/Working-at-GlobalLogic-EI_IE23009.htm
9183,Brocade,3.7,766,3.9,3.8,3.2,3.9,3.3,Information Technology,Enterprise Software & Network Solutions,www.brocade.com,https://www.glassdoor.com/Overview/Working-at-Brocade-EI_IE9183.htm
630148,Altimetrik,3.2,222,3.5,3.4,3.2,3.4,3.3,Information Technology,IT Services,www.altimetrik.com,https://www.glassdoor.com/Overview/Working-at-Altimetrik-EI_IE630148.htm
23297,TEKsystems,3.4,2617,3.1,3.4,3.1,3.1,3.4,Business Services,Staffing & Outsourcing,www.teksystems.com,https://www.glassdoor.com/Overview/Working-at-TEKsystems-EI_IE23297.htm
7834,ARM,3.7,490,4.0,4.1,3.6,3.7,3.8,Information Technology,Computer Hardware & Software,www.arm.com,https://www.glassdoor.com/Overview/Working-at-ARM-EI_IE7834.htm
477936,Sapient Global Markets,3.2,469,3.0,3.5,2.8,3.3,3.0,Information Technology,IT Services,www.sapientglobalmarkets.com,https://www.glassdoor.com/Overview/Working-at-Sapient Global Markets-EI_IE477936.htm
971719,ALTEN Calsoft Labs,3.3,153,3.3,3.0,2.9,3.2,3.0,Information Technology,IT Services,www.altencalsoftlabs.com,https://www.glassdoor.com/Overview/Working-at-ALTEN Calsoft Labs-EI_IE971719.htm
37901,Exl Service,3.0,777,3.3,2.9,2.7,2.7,3.0,Business Services,Consulting,www.exlservice.com,https://www.glassdoor.com/Overview/Working-at-Exl Service-EI_IE37901.htm
3685,Affiliated Computer Services,2.3,1093,2.7,2.1,2.0,2.3,2.2,Information Technology,IT Services,www.acs-inc.com,https://www.glassdoor.com/Overview/Working-at-Affiliated Computer Services-EI_IE3685.htm
959059,TCS,3.6,664,3.6,3.7,3.1,3.1,3.6,Telecommunications,Telecommunications Services,www.calltcs.com,https://www.glassdoor.com/Overview/Working-at-TCS-EI_IE959059.htm
421459,Future Focus Infotech,4.2,232,3.9,3.9,3.9,3.7,4.1,Information Technology,IT Services,www.focusinfotech.com,https://www.glassdoor.com/Overview/Working-at-Future Focus Infotech-EI_IE421459.htm
440819,CareerNet Consulting,3.4,109,3.2,3.5,3.3,3.0,3.5,Business Services,Staffing & Outsourcing,careernet.co.in,https://www.glassdoor.com/Overview/Working-at-CareerNet Consulting-EI_IE440819.htm
15,AMD,3.4,1795,3.7,3.4,2.9,3.2,3.3,Information Technology,Computer Hardware & Software,www.amd.com,https://www.glassdoor.com/Overview/Working-at-AMD-EI_IE15.htm
589990,Capgemini Consulting,3.5,685,3.3,3.6,3.0,2.8,3.4,Business Services,Consulting,www.capgemini-consulting.com,https://www.glassdoor.com/Overview/Working-at-Capgemini Consulting-EI_IE589990.htm
145213,Cyient,2.8,606,3.2,2.9,2.6,2.3,2.8,Information Technology,IT Services,www.cyient.com,https://www.glassdoor.com/Overview/Working-at-Cyient-EI_IE145213.htm
41782,Larsen & Toubro,3.4,1935,2.7,3.2,2.9,3.1,3.4,"Construction, Repair & Maintenance",Construction,www.larsentoubro.com,https://www.glassdoor.com/Overview/Working-at-Larsen & Toubro-EI_IE41782.htm
313114,FIS,3.1,1691,3.2,3.0,2.7,3.1,2.9,Information Technology,Enterprise Software & Network Solutions,www.fisglobal.com,https://www.glassdoor.com/Overview/Working-at-FIS-EI_IE313114.htm
353188,Sourcebits Technologies,2.8,112,2.9,2.8,2.6,2.8,3.1,Information Technology,Computer Hardware & Software,www.sourcebits.com,https://www.glassdoor.com/Overview/Working-at-Sourcebits Technologies-EI_IE353188.htm
214162,Firstsource Solutions,2.5,519,2.4,2.6,2.2,2.2,2.4,Business Services,Staffing & Outsourcing,www.firstsource.com,https://www.glassdoor.com/Overview/Working-at-Firstsource Solutions-EI_IE214162.htm
15060,Infinera,3.8,224,3.9,3.9,3.6,3.7,3.5,Telecommunications,Telecommunications Manufacturing,www.infinera.com,https://www.glassdoor.com/Overview/Working-at-Infinera-EI_IE15060.htm
671510,Commonfloor,3.5,126,3.8,3.6,3.3,3.6,3.6,Information Technology,Internet,www.commonfloor.com,https://www.glassdoor.com/Overview/Working-at-Commonfloor-EI_IE671510.htm
3768,Continental,3.6,1225,3.6,3.6,3.2,3.5,3.5,Manufacturing,Miscellaneous Manufacturing,www.careers-continental.com,https://www.glassdoor.com/Overview/Working-at-Continental-EI_IE3768.htm
9079,Google,4.4,7030,4.1,4.4,3.9,4.4,4.1,Information Technology,Internet,www.google.com,https://www.glassdoor.com/Overview/Working-at-Google-EI_IE9079.htm
8348,Convergys,2.8,3785,2.7,2.7,2.5,2.7,2.7,Business Services,Advertising & Marketing,www.convergys.com,https://www.glassdoor.com/Overview/Working-at-Convergys-EI_IE8348.htm
10193,Logica,3.2,374,3.6,3.3,2.8,3.0,3.1,Information Technology,IT Services,www.cgi.com/en,https://www.glassdoor.com/Overview/Working-at-Logica-EI_IE10193.htm
100231,HDFC Bank,3.1,1177,2.4,2.8,2.8,2.9,3.2,Finance,Banks & Credit Unions,www.hdfcbank.com,https://www.glassdoor.com/Overview/Working-at-HDFC Bank-EI_IE100231.htm
268581,TRUGlobal,4.8,124,4.8,4.8,4.6,4.2,4.6,Information Technology,IT Services,www.truglobal.com,https://www.glassdoor.com/Overview/Working-at-TRUGlobal-EI_IE268581.htm
1150027,Send My Gift,3.2,99,3.0,3.1,3.1,2.9,3.2,Retail,"Gift, Novelty & Souvenir Stores",www.sendmygift.com,https://www.glassdoor.com/Overview/Working-at-Send My Gift-EI_IE1150027.htm
400565,Capco,3.2,589,3.3,3.4,2.9,3.6,3.2,Business Services,Consulting,www.capco.com,https://www.glassdoor.com/Overview/Working-at-Capco-EI_IE400565.htm
239539,Paladion,3.3,144,3.0,2.9,2.8,2.6,3.5,Information Technology,Enterprise Software & Network Solutions,www.paladion.net,https://www.glassdoor.com/Overview/Working-at-Paladion-EI_IE239539.htm
715,Walmart,3.1,27684,2.9,3.0,2.7,3.1,3.3,Retail,General Merchandise & Superstores,www.walmart.com,https://www.glassdoor.com/Overview/Working-at-Walmart-EI_IE715.htm
613,AT&T,3.4,15448,3.0,3.2,2.9,3.8,3.2,Telecommunications,"Cable, Internet & Telephone Providers",www.att.jobs,https://www.glassdoor.com/Overview/Working-at-AT&T-EI_IE613.htm
34865,LinkedIn,4.3,1902,4.2,4.4,3.9,4.3,3.9,Information Technology,Internet,www.linkedin.com,https://www.glassdoor.com/Overview/Working-at-LinkedIn-EI_IE34865.htm
2526,First American,3.5,638,3.5,3.5,3.2,3.4,3.3,Insurance,Insurance Carriers,www.firstam.com,https://www.glassdoor.com/Overview/Working-at-First American-EI_IE2526.htm
4479,SanDisk,3.4,577,3.2,3.5,2.9,3.6,3.1,Manufacturing,Consumer Products Manufacturing,www.sandisk.com,https://www.glassdoor.com/Overview/Working-at-SanDisk-EI_IE4479.htm
1563,Keane,3.0,327,3.0,2.8,2.6,2.5,2.9,Information Technology,IT Services,www.nttdata.com,https://www.glassdoor.com/Overview/Working-at-Keane-EI_IE1563.htm
498128,Actiance,3.2,128,3.2,3.0,2.9,3.3,3.1,Information Technology,Computer Hardware & Software,www.actiance.com,https://www.glassdoor.com/Overview/Working-at-Actiance-EI_IE498128.htm
502035,Quikr India,2.8,123,2.7,2.4,2.4,3.2,2.9,Information Technology,IT Services,www.quikr.com,https://www.glassdoor.com/Overview/Working-at-Quikr India-EI_IE502035.htm
347290,TESI,3.2,89,3.4,3.1,2.6,3.2,3.1,Information Technology,Computer Hardware & Software,www.toshiba-tesi.com,https://www.glassdoor.com/Overview/Working-at-TESI-EI_IE347290.htm
243552,Zynga,3.6,673,3.7,3.5,3.0,4.1,3.6,Media,Video Games,www.zynga.com,https://www.glassdoor.com/Overview/Working-at-Zynga-EI_IE243552.htm
457169,redBus India,4.0,95,3.8,4.0,3.9,3.3,4.2,Information Technology,Computer Hardware & Software,www.redbus.in,https://www.glassdoor.com/Overview/Working-at-redBus India-EI_IE457169.htm
246876,Eka Software Solutions,3.4,83,3.3,3.4,3.2,3.9,3.5,Information Technology,Computer Hardware & Software,www.ekaplus.com,https://www.glassdoor.com/Overview/Working-at-Eka Software Solutions-EI_IE246876.htm
534284,Sobha,2.8,114,2.2,2.7,2.7,2.0,2.8,Real Estate,Real Estate,www.sobha.com,https://www.glassdoor.com/Overview/Working-at-Sobha-EI_IE534284.htm
843685,Intellipaat,4.1,74,4.0,3.7,4.0,4.0,4.2,Information Technology,IT Services,www.intellipaat.com,https://www.glassdoor.com/Overview/Working-at-Intellipaat-EI_IE843685.htm
2151,AOL,3.5,1254,4.0,3.8,3.1,3.8,3.2,Media,Publishing,www.aol-careers.com,https://www.glassdoor.com/Overview/Working-at-AOL-EI_IE2151.htm
6774,Iron Mountain Inc,3.0,839,3.3,3.0,2.5,3.3,2.8,Information Technology,IT Services,www.ironmountain.com,https://www.glassdoor.com/Overview/Working-at-Iron Mountain Inc-EI_IE6774.htm
8559,Atkins,3.3,596,3.6,3.4,2.9,3.1,3.2,Business Services,Consulting,www.atkinsglobal.com,https://www.glassdoor.com/Overview/Working-at-Atkins-EI_IE8559.htm
472962,Magna Infotech (India),2.3,275,2.5,2.4,2.3,2.2,2.5,Business Services,Staffing & Outsourcing,www.magna.in,https://www.glassdoor.com/Overview/Working-at-Magna Infotech (India)-EI_IE472962.htm
466556,Attra,3.0,95,2.8,2.6,2.5,2.8,2.8,Information Technology,IT Services,www.attra.com,https://www.glassdoor.com/Overview/Working-at-Attra-EI_IE466556.htm
232747,Mirafra Technologies,3.6,90,3.7,3.4,3.5,3.8,3.6,Information Technology,Computer Hardware & Software,www.mirafra.com,https://www.glassdoor.com/Overview/Working-at-Mirafra Technologies-EI_IE232747.htm
1060994,Roljobs Technology Services,4.1,84,3.8,3.9,3.9,4.0,4.1,Business Services,Staffing & Outsourcing,www.roljobs.net,https://www.glassdoor.com/Overview/Working-at-Roljobs Technology Services-EI_IE1060994.htm
29259,Trianz,3.4,214,3.4,3.3,3.1,3.1,3.2,Information Technology,IT Services,www.trianz.com,https://www.glassdoor.com/Overview/Working-at-Trianz-EI_IE29259.htm
388259,Verse Innovation,3.5,79,3.4,3.3,3.3,3.2,3.4,Information Technology,Computer Hardware & Software,www.verseinnovation.com,https://www.glassdoor.com/Overview/Working-at-Verse Innovation-EI_IE388259.htm
273099,Odessa Technologies,4.0,78,3.8,4.2,3.9,4.2,4.2,Information Technology,Computer Hardware & Software,www.odessatechnologies.com,https://www.glassdoor.com/Overview/Working-at-Odessa Technologies-EI_IE273099.htm
40052,ITC,3.5,449,2.8,3.5,3.1,3.6,3.5,Manufacturing,Consumer Products Manufacturing,www.itcportal.com,https://www.glassdoor.com/Overview/Working-at-ITC-EI_IE40052.htm
192302,Bristlecone,3.1,252,2.9,2.9,2.7,2.8,3.0,Transportation & Logistics,Logistics & Supply Chain,www.bcone.com,https://www.glassdoor.com/Overview/Working-at-Bristlecone-EI_IE192302.htm
313020,TVS Motor Company,3.4,128,3.1,3.8,3.3,3.6,3.7,Manufacturing,Transportation Equipment Manufacturing,www.tvsmotor.in,https://www.glassdoor.com/Overview/Working-at-TVS Motor Company-EI_IE313020.htm
349153,ANSR Source,2.8,101,3.0,3.1,2.4,2.4,2.7,Business Services,Consulting,www.ansrsource.com,https://www.glassdoor.com/Overview/Working-at-ANSR Source-EI_IE349153.htm
516237,National Aerospace Laboratories,3.7,77,3.6,3.5,3.1,2.8,3.3,Government,Federal Agencies,www.nal.res.in,https://www.glassdoor.com/Overview/Working-at-National Aerospace Laboratories-EI_IE516237.htm
427189,Motorola Solutions,3.4,1413,3.7,3.4,2.9,3.6,3.1,Telecommunications,Telecommunications Manufacturing,www.motorolasolutions.com,https://www.glassdoor.com/Overview/Working-at-Motorola Solutions-EI_IE427189.htm
